canonical_precursor,n_rows,co2_min,co2_max,co2_range,ch4_min,ch4_max,ch4_range
O=C([O-])c1cc(C(=O)[O-])cc(c2ccncc2)c1.[Cu],2,0.071158246,0.718792505,0.647634259,1.5266554682,17.1746636596,15.6480081914
O=C([O-])c1cc(C(=O)[O-])cc(n2cc(c3cc(c4cn(c5cc(C(=O)[O-])cc(C(=O)[O-])c5)nn4)cc(c4cn(c5cc(C(=O)[O-])cc(C(=O)[O-])c5)nn4)c3)nn2)c1.[Cu][Cu],2,0.324699399,0.357092265,0.03239286600000002,17.008161036300002,17.086980771700002,0.07881973539999976
O=C([O-])c1cc(C(=O)[O-])cc(n2cnnc2)c1.[Cu][Cu].[Cu][OH]([Cu])[Cu],2,0.617325614,0.630840814,0.01351520000000006,10.883547109,11.5987118557,0.7151647466999993
O=C([O-])c1cc(C(=O)[O-])nc(C(=O)[O-])c1.[Cd],2,1.794005664,1.829963257,0.03595759300000001,3.0400502065,3.0440801608,0.004029954299999972
O=C([O-])c1cc(C(=O)[O-])nc(C(=O)[O-])c1.[Pr],2,3.357209702,3.589364675,0.2321549730000001,1.4827755774,1.5275357868,0.04476020939999992
O=C([O-])c1cc(C2N=C(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)NN2)cc(C(=O)[O-])c1.O=C[O-].[Cd],2,1.015575989,2.52316368,1.5075876910000001,1.5730263075000002,3.9219903288,2.3489640213
O=C([O-])c1cc(Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.785979813,1.003949668,0.217969855,12.2089999648,13.121250278800002,0.9122503140000013
O=C([O-])c1cc(N(=O)=O)c(c2c(N(=O)=O)cc(C(=O)[O-])cc2N(=O)=O)c(N(=O)=O)c1.[Gd],12,0.954009369,2.229114926,1.2751055569999998,4.1919568332,7.753012779700001,3.5610559465000007
O=C([O-])c1cc(NC(=O)c2cc(C(=O)Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc(c3cc(C(=O)Nc4cc(C(=O)[O-])cc(C(=O)[O-])c4)cc(C(=O)Nc4cc(C(=O)[O-])cc(C(=O)[O-])c4)c3)c2)cc(C(=O)[O-])c1.[Cu][Cu],3,0.519829255,0.65651775,0.13668849500000002,14.9377801057,15.199195072,0.2614149663000003
O=C([O-])c1cc(NC(=O)c2ccc(C(=O)Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)cc(C(=O)[O-])c1.[Cd],2,0.99344406,1.018583012,0.025138951999999937,6.6897309722000005,6.7493440889,0.05961311669999958
O=C([O-])c1cc(NC(=O)c2ccncc2)cc(C(=O)[O-])c1.[Cu],4,1.108828756,1.169069668,0.06024091199999981,2.8293519748,2.8346655875,0.005313612700000192
O=C([O-])c1cc(NC(=O)c2ccncc2)cc(C(=O)[O-])c1.[Zn][Zn],2,1.244733807,1.77877595,0.534042143,9.6962479055,10.2687410827,0.5724931772000001
O=C([O-])c1cc(NC2=NC(Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)=N=C(Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)N2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.646293891,0.669684347,0.023390456000000004,12.2314345418,12.489044108699998,0.2576095668999976
O=C([O-])c1cc(NC2=NC(Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)=N=C(Nc3cc(C(=O)[O-])cc(C(=O)[O-])c3)N2)cc(C(=O)[O-])c1.[Zn],2,0.246615255,0.267869156,0.02125390099999999,10.0753313072,10.138658696,0.06332738879999944
O=C([O-])c1cc(NCc2ccc(CNc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)cc(C(=O)[O-])c1.[Zn],2,2.930552506,5.18777158,2.2572190739999995,4.4816945976,7.3469914939,2.8652968963000003
O=C([O-])c1cc(NCc2ccncc2)cc(C(=O)[O-])c1.[Mn],8,4.993898174,5.721774348,0.7278761740000004,6.9260998333,8.223889529600001,1.2977896963000006
O=C([O-])c1cc(NNc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.366543977,0.38193928,0.015395302999999971,12.6629631231,12.7269069055,0.0639437823999991
O=C([O-])c1cc(NNc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Fe][O]([Fe])[Fe],3,0.540678722,0.571190238,0.030511516000000016,10.5316931824,10.7997084257,0.2680152433000007
O=C([O-])c1cc(NNc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Mg][O]([Mg])[Mg],2,1.028891953,1.37030808,0.341416127,12.968955093900002,13.0755305993,0.1065755053999986
O=C([O-])c1cc(NNc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Zn][Zn],3,0.907495008,1.430643215,0.5231482069999999,13.0831420375,13.3237151051,0.24057306759999975
O=C([O-])c1cc(O)c(C(=O)[O-])cc1O.[Ca],3,4.409087586,9.15848981,4.749402224000001,4.6779894646,10.2310963917,5.553106927099999
O=C([O-])c1cc(O)c(C(=O)[O-])cc1O.[Mg],5,6.88057051,9.318190936,2.4376204260000005,8.3899912493,10.7506418374,2.3606505881000004
O=C([O-])c1cc(O)c(C(=O)[O-])cc1O.[Pr],2,0.670125297,4.755311719,4.085186422,0.5200806291,7.5722345637,7.052153934600001
O=C([O-])c1cc(OCC(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Cu][Cu],3,0.973257395,1.019555996,0.04629860100000005,11.7457247079,11.9778835889,0.23215888100000015
O=C([O-])c1cc(OCC(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Zn],2,1.611958171,1.783225927,0.171267756,13.9942673454,14.4738924729,0.4796251274999985
O=C([O-])c1cc(OCC(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Zn][Zn],6,1.949956001,2.180108008,0.23015200699999983,12.500677415699998,12.9115724627,0.4108950470000021
O=C([O-])c1cc(OCc2ccc(c3ccc(COc4cc(C(=O)[O-])cc(C(=O)[O-])c4)cc3)cc2)cc(C(=O)[O-])c1.[Zn],2,0.33622127,3.758305833,3.4220845630000003,1.4426562333,4.526361568,3.0837053346999994
O=C([O-])c1cc(Oc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Co],2,3.13422538,4.907932372,1.7737069920000001,11.1460397071,11.9776016959,0.8315619888000008
O=C([O-])c1cc(S)c(C(=O)[O-])cc1S.[Mn]1[Mn][Mn][Mn][Mn][Mn]1,2,1.641787856,1.671397894,0.02961003799999995,7.9776954425,7.9904332754,0.012737832900000079
O=C([O-])c1cc(c2cc(C(=O)[O-])nc(C(=O)[O-])c2)cc(C(=O)[O-])n1.[Dy],2,2.836656673,2.863892854,0.027236181000000137,2.1245529784,2.1477564985,0.02320352010000004
O=C([O-])c1cc(c2cc(C(=O)[O-])nc(C(=O)[O-])c2)cc(C(=O)[O-])n1.[Ho],2,2.609986317,2.611476318,0.00149000099999963,1.8620341804,1.8872391979,0.025205017500000038
O=C([O-])c1cc(c2cc(C(=O)[O-])nc(C(=O)[O-])c2)cc(C(=O)[O-])n1.[Tb],2,2.57502648,2.672055708,0.0970292279999998,1.8780642512,1.9033154747,0.025251223499999975
O=C([O-])c1cc(n2ccnc2)cc(n2ccnc2)c1.[Cu],2,0.580517572,0.580879401,0.0003618290000000357,9.2641865689,9.4725676521,0.20838108320000082
O=C([O-])c1cc(n2cnc3ccccc32)cc(n2cnc3ccccc32)c1.[Co],5,1.478181871,1.948376683,0.4701948119999999,4.0350628121,4.4273826198,0.39231980770000074
O=C([O-])c1cc(n2cnc3ccccc32)cc(n2cnc3ccccc32)c1.[Mn],7,1.346443052,1.936190675,0.589747623,4.1640151424,5.0654403378,0.9014251953999999
O=C([O-])c1cc(n2cnc3ccccc32)cc(n2cnc3ccccc32)c1.[Ni],5,1.536504166,2.015781572,0.4792774059999998,3.9052148505,4.4188037027,0.5135888521999998
O=C([O-])c1cc[n+]([O-])cc1.[Dy],3,0.939963355,1.286462587,0.346499232,2.4287178502,2.640743226,0.21202537580000014
O=C([O-])c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)[O-])cc3)cc(C#Cc3ccc(C(=O)[O-])cc3)c2)cc1.O=C([O-])c1ccc(c2ccc(C(=O)[O-])cc2)cc1.[Zn][O]([Zn])([Zn])[Zn],2,0.149159325,0.164205487,0.015046162000000002,25.238405788,25.9927169423,0.7543111542999981
O=C([O-])c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)[O-])cc3)cc(C#Cc3ccc(C(=O)[O-])cc3)c2)cc1.[Co][O]([Co])[Co][O]([Co])[Co],2,0.805450344,0.960409642,0.15495929799999997,9.385926441,9.9848950834,0.5989686423999991
O=C([O-])c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)[O-])cc3)cc(C#Cc3ccc(C(=O)[O-])cc3)c2)cc1.[Cu][Cu],5,0.129211905,0.252555254,0.12334334900000002,17.9897871688,30.1084267639,12.1186395951
O=C([O-])c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)[O-])cc3)cc(C#Cc3ccc(C(=O)[O-])cc3)c2)cc1.[Cu][Cu].c1cc(c2ccncc2)ccn1,2,0.139697128,0.328444702,0.18874757399999997,19.3856867795,29.1163830662,9.730696286700002
O=C([O-])c1ccc(C(=C(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)cc1.[Cd],2,2.651919091,3.847908033,1.195988942,9.4278166195,11.369166326300002,1.9413497068000023
O=C([O-])c1ccc(C(=O)[O-])c(N(=O)=O)c1.[Cu].c1cc(NNc2ccncc2)ccn1,2,0.836245906,0.844916266,0.008670359999999988,3.9024646805,4.2306098455,0.328145165
O=C([O-])c1ccc(C(=O)[O-])c2c(C(=O)[O-])ccc(C(=O)[O-])c12.[Er],2,3.080118146,3.087944077,0.007825931000000175,3.6087914959,3.7390608681,0.13026937220000034
O=C([O-])c1ccc(C(=O)[O-])c2ccccc12.[Ca],2,4.871401167,5.021934574,0.15053340700000017,4.5322262629,4.7876690715,0.2554428085999998
O=C([O-])c1ccc(C(=O)[O-])c2ccccc12.[Cd],2,3.129160976,3.260193554,0.13103257800000012,3.1796454358,3.6758040473,0.4961586115000003
O=C([O-])c1ccc(C(=O)[O-])c2ccccc12.[Sr],2,4.891427432,5.020588743,0.12916131099999983,5.398059529199999,5.4762179911,0.07815846190000109
O=C([O-])c1ccc(C(=O)[O-])c2ccccc12.[Zn].c1cc(c2ccncc2)ccn1,2,1.808050607,1.845576918,0.03752631099999992,2.7169181405,2.7213371122,0.004418971700000274
O=C([O-])c1ccc(C(=O)[O-])c2nsnc12.[Cd],2,0.266628316,0.28538318,0.018754864000000038,4.6258019078,4.7840313148,0.15822940700000032
O=C([O-])c1ccc(C(=O)[O-])cc1.O=C1NCCN1.[Co],2,1.038158532,1.061756618,0.023598086000000018,5.0160657365,5.061312061600001,0.04524632510000082
O=C([O-])c1ccc(C(=O)[O-])cc1.O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccncc1)C(=O)N(c1ccncc1)C3=O.[Zn][Zn],2,1.596478072,2.145658881,0.5491808090000001,3.1662878455000003,7.4895496043,4.323261758799999
O=C([O-])c1ccc(C(=O)[O-])cc1.O=C[O-].[Sc],8,0.294755454,1.46194396,1.167188506,1.3627714454,2.31845476,0.9556833145999999
O=C([O-])c1ccc(C(=O)[O-])cc1.OP(O)(=O)O.[Zn],2,1.125068433,1.313714209,0.188645776,5.7253017208,5.773213389,0.04791166820000026
O=C([O-])c1ccc(C(=O)[O-])cc1.[Al].[F][Al].[F][Al][F],2,1.844810904,1.862392219,0.01758131499999993,10.3876192339,10.3933458042,0.005726570300000233
O=C([O-])c1ccc(C(=O)[O-])cc1.[Al].[OH],10,1.697422266,3.910676979,2.2132547130000004,7.741947855599999,12.0488719796,4.306924124
O=C([O-])c1ccc(C(=O)[O-])cc1.[Ca],3,4.142756785,6.406674694,2.263917909,4.958917921,6.249577834099999,1.290659913099999
O=C([O-])c1ccc(C(=O)[O-])cc1.[Ca].[Cd],3,0.730257053,4.449477065,3.719220012,5.2989676006,9.271852387,3.972884786399999
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cd],6,0.75435325,3.97457677,3.2202235200000002,3.9775413707,14.9262219939,10.948680623200001
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cd].[Na],2,0.596865838,1.018781544,0.42191570600000006,6.4505246507,7.2047860643,0.7542614136000001
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cd].c1cc(CCc2ccncc2)ccn1,2,1.619479285,1.917876397,0.29839711199999996,2.5446376739,2.6233969495,0.07875927559999996
O=C([O-])c1ccc(C(=O)[O-])cc1.[Ce],2,2.27116767,3.87638085,1.6052131799999998,2.3576509293,5.595935584099999,3.2382846547999993
O=C([O-])c1ccc(C(=O)[O-])cc1.[Co],2,1.365164794,2.608656331,1.2434915370000001,2.8800809184,2.9392687505,0.059187832100000115
O=C([O-])c1ccc(C(=O)[O-])cc1.[Co].[O-][n+]1ccc(c2cc[n+]([O-])cc2)cc1,2,1.272528763,1.796472553,0.5239437900000001,4.0672689879,4.8415392512,0.7742702633
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cr].[OH],3,0.566844959,0.611464118,0.04461915900000002,7.8785423658,9.6265785163,1.7480361505000008
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cr][O]([Cr])[Cr],2,0.391044272,0.419217083,0.028172810999999964,14.0663826709,14.3146828671,0.24830019620000066
O=C([O-])c1ccc(C(=O)[O-])cc1.[Cu][Cu].c1cc(c2ccncc2)ccn1,3,1.598273934,1.650996605,0.05272267099999994,4.4262650501,5.547460474099999,1.1211954239999997
O=C([O-])c1ccc(C(=O)[O-])cc1.[Dy],3,2.692271423,4.600416124,1.9081447009999994,2.425659456,6.0764830699,3.6508236139
O=C([O-])c1ccc(C(=O)[O-])cc1.[Er],8,1.839873777,3.47629399,1.6364202129999998,1.5988699194999998,4.2998563958,2.7009864763
O=C([O-])c1ccc(C(=O)[O-])cc1.[Eu],7,0.698388304,5.375854655,4.6774663510000005,2.4802584298,7.5550326247,5.0747741949
O=C([O-])c1ccc(C(=O)[O-])cc1.[Eu].[Eu][Eu],2,1.289091598,3.950692771,2.661601173,3.0366441562,4.5462404301,1.5095962739000002
O=C([O-])c1ccc(C(=O)[O-])cc1.[Fe].[OH],5,0.400206075,0.728439454,0.328233379,5.7928634175,9.3811465559,3.5882831383999996
O=C([O-])c1ccc(C(=O)[O-])cc1.[Fe][O]([Fe])[Fe],3,0.322550372,2.733746458,2.4111960860000003,9.4456518606,12.7730308974,3.3273790368
O=C([O-])c1ccc(C(=O)[O-])cc1.[Ga].[OH],3,2.001126573,2.953342987,0.952216414,5.733423115700001,5.8448551302,0.11143201449999918
O=C([O-])c1ccc(C(=O)[O-])cc1.[Gd],5,2.117789892,4.65104611,2.5332562180000004,2.5212071322,6.1711693615,3.6499622293
O=C([O-])c1ccc(C(=O)[O-])cc1.[Ho],3,3.625191144,4.52933461,0.9041434660000003,4.3495699012,6.0432330124,1.6936631112000002
O=C([O-])c1ccc(C(=O)[O-])cc1.[In].[OH],2,1.110424454,1.87024992,0.7598254660000001,6.082120056799999,8.983623340700001,2.901503283900002
O=C([O-])c1ccc(C(=O)[O-])cc1.[Mg],4,3.629392963,5.401715948,1.7723229849999997,3.5103697664,11.9519427142,8.4415729478
O=C([O-])c1ccc(C(=O)[O-])cc1.[Mg].[O-][n+]1ccc(c2cc[n+]([O-])cc2)cc1,10,1.456113831,1.746751814,0.2906379830000001,3.5334060798,4.695846166,1.1624400861999997
O=C([O-])c1ccc(C(=O)[O-])cc1.[Mn],21,3.823418091,5.856687683,2.0332695919999995,3.7261381626,6.408984311699999,2.6828461490999995
O=C([O-])c1ccc(C(=O)[O-])cc1.[Mn].[O-][n+]1ccc(c2cc[n+]([O-])cc2)cc1,5,1.116037719,1.489914346,0.373876627,4.1087509343,4.7166446512,0.6078937169000005
O=C([O-])c1ccc(C(=O)[O-])cc1.[Nd],2,3.337550236,3.954432795,0.616882559,5.434224553099999,5.712894153300001,0.27866960020000153
O=C([O-])c1ccc(C(=O)[O-])cc1.[Sc],21,0.209235843,0.427667214,0.218431371,1.6866424074000002,2.9008099728000003,1.2141675654000001
O=C([O-])c1ccc(C(=O)[O-])cc1.[Sm],2,2.845836165,5.136051011,2.290214846,4.2735773743,6.2668238908000005,1.9932465165000002
O=C([O-])c1ccc(C(=O)[O-])cc1.[Sr],5,3.902902773,6.227541071,2.324638298,4.2261939868,6.6869376959,2.4607437091
O=C([O-])c1ccc(C(=O)[O-])cc1.[Tb],6,1.794601216,5.112398594,3.317797378,1.9036899773,5.0024181173,3.0987281400000004
O=C([O-])c1ccc(C(=O)[O-])cc1.[Tm],2,2.863374036,2.916067932,0.05269389599999963,2.4595191079,2.4780150031,0.018495895200000056
O=C([O-])c1ccc(C(=O)[O-])cc1.[Tm][Tm],2,1.970987241,2.04595534,0.0749680989999999,5.599262572000001,6.617488707300001,1.0182261353
O=C([O-])c1ccc(C(=O)[O-])cc1.[U],3,0.408967472,0.867731568,0.45876409599999995,2.7548162773,5.0188069319,2.2639906546000006
O=C([O-])c1ccc(C(=O)[O-])cc1.[Y],6,3.342631746,8.07027666,4.727644913999999,5.004163649,8.0183402789,3.0141766299000006
O=C([O-])c1ccc(C(=O)[O-])cc1.[Yb],4,2.325021386,4.031952043,1.7069306570000005,2.5172684658,6.0195281259,3.5022596601
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn],5,0.483414059,5.2347185,4.751304440999999,2.7992994534,9.0871729825,6.2878735291000005
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn].c1cc(OCC(COc2ccncc2)(COc2ccncc2)COc2ccncc2)ccn1,2,1.092597146,1.141382574,0.048785428000000186,3.1545850581,3.1631025631,0.008517504999999925
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn][OH]1[Zn][OH]([Zn])[Zn]1,2,5.250078147,5.298710251,0.048632104000000176,7.2854048733,7.34436778,0.058962906699999706
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn][O]([Zn])([Zn])[Zn],22,0.112461447,1.573494344,1.461032897,6.588696834199999,15.731104058,9.1424072238
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn][Zn],7,2.921963299,5.660344037,2.7383807379999996,5.7774561936,14.1275497254,8.350093531799999
O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn][Zn].c1cc(c2ccncc2)ccn1,3,1.79161779,1.915879799,0.12426200899999995,4.843256504599999,4.8661701626,0.022913658000000225
O=C([O-])c1ccc(C(=O)[O-])nc1.[Cu].c1cc(CCc2ccncc2)ccn1,2,1.883499849,2.263490531,0.3799906820000001,3.5624386251,5.7733134799,2.2108748547999997
O=C([O-])c1ccc(C(=O)[O-])nc1.[Zn],5,2.103885185,3.03184955,0.9279643649999998,5.0369148712000005,6.0485953437,1.0116804724999993
O=C([O-])c1ccc(C(=O)[O-])o1.[Cd],3,0.825272227,4.718432348,3.893160121,3.2705333048000003,5.8264210704,2.5558877656
O=C([O-])c1ccc(C(=O)[O-])o1.[Dy],3,2.332400201,3.07390491,0.741504709,4.6994974439,4.9682056688,0.26870822489999924
O=C([O-])c1ccc(C(=O)[O-])o1.[Mn],2,0.71360184,0.902599573,0.188997733,3.9432033247,5.4387146654,1.4955113407000002
O=C([O-])c1ccc(C(=O)[O-])o1.[Y][Y],2,0.248438997,0.253139982,0.004700984999999991,0.4949413754999999,0.4988042004999999,0.003862825000000014
O=C([O-])c1ccc(C(=O)[O-])s1.[Ca],4,4.4976387,5.532463716,1.0348250159999992,5.2257077678,6.0092641488,0.7835563809999995
O=C([O-])c1ccc(C(=O)[O-])s1.[Ca].[Cu],2,4.063628859,5.420487099,1.3568582400000002,5.496078869600001,6.420891277999999,0.9248124083999985
O=C([O-])c1ccc(C(=O)[O-])s1.[Cd].c1cc(CCCc2ccncc2)ccn1,2,1.590660417,1.630672002,0.040011585000000016,2.2178415361000003,2.2187530612,0.0009115250999998104
O=C([O-])c1ccc(C(=O)[O-])s1.[Dy],2,1.055841453,2.51244261,1.456601157,4.3039415557,4.330146072,0.02620451629999998
O=C([O-])c1ccc(C(=O)[O-])s1.[Eu],2,0.953109735,1.189467835,0.23635810000000013,4.2415430211,4.425751106,0.18420808489999985
O=C([O-])c1ccc(C(=O)[O-])s1.[Gd],2,0.961365222,1.995272184,1.033906962,4.3371763244,4.3755102376,0.03833391320000068
O=C([O-])c1ccc(C(=O)[O-])s1.[In],5,0.832666029,1.180260387,0.34759435799999994,8.9568655053,9.2378112173,0.2809457120000012
O=C([O-])c1ccc(C(=O)[O-])s1.[Mg],3,1.678597944,4.903668286,3.2250703420000004,5.0107497407,6.1562665997,1.1455168590000007
O=C([O-])c1ccc(C(=O)[O-])s1.[Nd],5,0.860940971,5.07733834,4.216397369,4.1583405344,8.323657280800001,4.165316746400001
O=C([O-])c1ccc(C(=O)[O-])s1.[Nd].[Nd][OH2][Nd],2,3.030728566,3.554486222,0.5237576559999999,3.629525705,3.8230300247,0.19350431970000015
O=C([O-])c1ccc(C(=O)[O-])s1.[Sm].[Sm][OH2][Sm],2,2.757190349,3.260696393,0.5035060439999999,3.5051615439,3.7509383025,0.24577675859999992
O=C([O-])c1ccc(C(=O)[O-])s1.[Sr],4,3.12015438,3.974213285,0.854058905,4.3167323859,4.9150496777,0.5983172917999999
O=C([O-])c1ccc(C(=O)[O-])s1.[Tb],3,0.975615,5.050567122,4.074952122,4.3056607003,4.7718147954,0.4661540951000003
O=C([O-])c1ccc(C(=O)[O-])s1.[U],2,0.248085782,0.25763605,0.009550268,3.6504168255,3.827689414700001,0.1772725892000011
O=C([O-])c1ccc(C(=O)[O-])s1.[Yb].[Yb][Yb],2,1.727172349,2.136036702,0.40886435300000024,3.7093665195,4.4277669675,0.7184004480000001
O=C([O-])c1ccc(C(=O)[O-])s1.[Zn],2,1.158684354,1.869783617,0.7110992629999999,2.1983167856,11.7636918182,9.5653750326
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])c(C(=O)[O-])c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)[O-].[Cd],2,1.485007888,1.510990849,0.02598296099999997,2.3704924109,2.4138894688,0.043397057900000036
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])cc2)(C(F)(F)F)C(F)(F)F)cc1.[Mn],2,2.195515503,2.490332891,0.2948173879999998,3.8515369593,6.5536395038,2.7021025445
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])cc2)(C(F)(F)F)C(F)(F)F)cc1.[Zn],4,0.969029351,0.99403066,0.02500130899999997,1.6822182185,1.6940558903999998,0.011837671899999735
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])cc2)(C(F)(F)F)C(F)(F)F)cc1.[Zn][O]1[Zn][O]([Zn])[Zn]1,3,1.882826566,1.910326233,0.02749966699999984,2.1871902101,2.2324133538,0.04522314370000036
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])cc2)(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)cc1.[U],2,0.079895727,0.229922033,0.150026306,10.1707119556,17.045028855199998,6.874316899599998
O=C([O-])c1ccc(C(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)cc1.[Zn]12[Zn]3[Zn]4[Zn]5[Zn]6[Zn]1[O]23465,2,2.837056021,3.056454915,0.21939889400000023,5.3436211271000005,5.3785619265,0.03494079939999928
O=C([O-])c1ccc(C2=C3C=CC4=[N]3[Mn]35[N]6=C(C=CC6=C(c6ccc(C(=O)[O-])cc6)c6ccc2[n]63)C(c2ccc(C(=O)[O-])cc2)=c2ccc([n]25)=C4c2ccc(C(=O)[O-])cc2)cc1.O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccncc1)C(=O)N(c1ccncc1)C3=O.[Zn][Zn],3,1.759530813,2.199186588,0.43965577499999986,9.9566754801,11.1326558194,1.1759803393000006
O=C([O-])c1ccc(C2=C3C=CC4=[N]3[Pd]35[N]6=C(C=CC6=C(c6ccc(C(=O)[O-])cc6)c6ccc2[n]63)C(c2ccc(C(=O)[O-])cc2)=c2ccc([n]25)=C4c2ccc(C(=O)[O-])cc2)cc1.[Cd],4,1.780199802,1.90866034,0.1284605379999999,4.6983631303,5.3041662078,0.6058030775000001
O=C([O-])c1ccc(C2=NC(c3ccc(C(=O)[O-])cc3)=N=C(c3ccc(C(=O)[O-])cc3)N2)cc1.[Cu][Cu],2,0.152406305,0.317600968,0.165194663,17.9751608151,25.094106883,7.118946067899998
O=C([O-])c1ccc(C2=NC(c3ccc(C(=O)[O-])cc3)=N=C(c3ccc(C(=O)[O-])cc3)N2)cc1.[Tb],2,3.017573801,4.527579739,1.510005938,7.248377995199999,10.3556966978,3.1073187025999998
O=C([O-])c1ccc(C2=NC(c3ccc(C(=O)[O-])cc3)=N=C(c3ccc(C(=O)[O-])cc3)N2)cc1.[Zn],3,0.155853149,0.752488317,0.5966351679999999,9.0209747653,16.7676692655,7.7466945002
O=C([O-])c1ccc(C2=NN=NN2)cc1.[Zn],2,1.98654598,2.949851005,0.9633050250000001,3.4315774672000003,4.079862464800001,0.6482849976000002
O=C([O-])c1ccc(C=Cc2ccncc2)cc1.[Zn],5,1.567721528,1.720956857,0.15323532899999992,2.4470300421,2.9090333702999995,0.46200332819999934
O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1.[Ce],2,3.38393755,6.179546291,2.795608741,4.1511235142,8.324739923,4.173616408799999
O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1.[Eu],5,3.054311898,5.364293871,2.309981973,4.2351668585,8.119452971900001,3.884286113400001
O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1.[Nd],7,3.098775777,6.634318842,3.5355430649999997,3.8967229927,8.3337447145,4.4370217218
O=C([O-])c1ccc(CN(Cc2ccc(C(=O)[O-])cc2)c2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1.[Cu][Cu],2,0.834977093,2.065272751,1.2302956580000002,8.9945102704,13.6776700857,4.683159815300002
O=C([O-])c1ccc(CN(Cc2ccc(C(=O)[O-])cc2)c2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1.[Eu],2,1.985936465,3.533759269,1.547822804,5.761649094199999,6.1542766124,0.3926275182000012
O=C([O-])c1ccc(CN(Cc2ccc(C(=O)[O-])cc2)c2cc(C(=O)[O-])ccc2C(=O)O)cc1.[Eu],3,3.585294397,4.192316837,0.6070224399999997,5.3366701834,5.7626986716,0.42602848820000006
O=C([O-])c1ccc(CN(Cc2ccc(C(=O)[O-])cc2)c2cc(C(=O)[O-])ccc2C(=O)O)cc1.[Tb],4,3.11390722,3.756093258,0.6421860379999997,5.071052175899999,5.6355544463000005,0.5645022704000011
O=C([O-])c1ccc(CN2CCN(Cc3ccc(C(=O)[O-])cc3)CCN(Cc3ccc(C(=O)[O-])cc3)CC2)cc1.[Zn],2,4.81099192,5.045835759,0.23484383899999983,8.4969646286,8.5147705846,0.017805956000000123
