application,feature_group,model,split_type,test_subset,seed,accuracy,precision,recall,f1,roc_auc,pr_auc,enrichment_top10,enrichment_top25,train_time_sec,inference_time_sec_total,inference_time_sec_per_sample,peak_rss_delta_mb,model_size_kb,best_params,validation_auc,validation_f1_at_selected_threshold,selected_probability_threshold,label_cutoff_value,n_train,n_valid,n_test,train_positive_rate,valid_positive_rate,test_positive_rate,baseline_k,baseline_metal_weight
co2_capture,precursor_descriptor,random_forest,scaffold,test,123,0.7389830508474576,0.5185185185185185,0.6086956521739131,0.56,0.7854971115840681,0.6032985528254003,2.670807453416149,2.099378881987578,7.9663214899999275,0.06361895500003811,5.3914368644100095e-05,14.046875,22718.294921875,"{""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 250}",0.7798642394991528,0.5791139240506329,0.345,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,precursor_descriptor,xgboost,scaffold,test,123,0.7033898305084746,0.4722222222222222,0.7391304347826086,0.576271186440678,0.7768988258118694,0.5562598379036274,2.515527950310559,2.0124223602484475,3.022513129999993,0.03787905600006525,3.210089491530953e-05,0.00390625,238.2431640625,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",0.7769525055001427,0.5813953488372093,0.27,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
ch4_storage,precursor_only,logistic_regression,scaffold,test,123,0.7796610169491526,0.5288753799392097,0.6236559139784946,0.5723684210526315,0.7918322532908476,0.512501086361691,2.437275985663083,2.3225806451612905,3.417411419000018,0.0050388949999842225,4.270249999986629e-06,31.203125,14.0791015625,"{""C"": 0.1}",0.7919254658385093,0.5574468085106383,0.36,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,precursor_only,random_forest,scaffold,test,123,0.7906779661016949,0.5588235294117647,0.5448028673835126,0.5517241379310345,0.7836334777368037,0.5498856310942608,2.7240143369175627,2.2508960573476706,6.085292508000066,0.0834255969999731,7.069965847455347e-05,0.00390625,17530.9384765625,"{""max_depth"": 16, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.8396436794953658,0.5747126436781609,0.355,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,precursor_only,xgboost,scaffold,test,123,0.8042372881355933,0.6081081081081081,0.4838709677419355,0.5389221556886228,0.8046376188941797,0.6022759353797902,3.1899641577060933,2.3082437275985663,2.8854210650000596,0.03446439600008944,2.9207115254313082e-05,0.00390625,229.240234375,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.8256467560612217,0.5736434108527132,0.42,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,descriptor_only,logistic_regression,scaffold,test,123,0.8161016949152542,0.6270491803278688,0.5483870967741935,0.5850860420650096,0.7938769746080621,0.5924851523790051,2.8315412186379927,2.4086021505376345,0.4296869769999603,0.0013374300000350559,1.1334152542669965e-06,0.00390625,1.9921875,"{""C"": 10.0}",0.732287978173797,0.4813895781637717,0.395,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,descriptor_only,random_forest,scaffold,test,123,0.7669491525423728,0.5060240963855421,0.6021505376344086,0.5499181669394435,0.8137632817379334,0.6114821323368155,2.903225806451613,2.2795698924731185,5.524005873999954,0.04831046999993305,4.0941076271129705e-05,0.00390625,19843.681640625,"{""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 250}",0.8082298136645963,0.5551181102362205,0.315,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,descriptor_only,xgboost,scaffold,test,123,0.7915254237288135,0.5702127659574469,0.48028673835125446,0.5214007782101168,0.805922531317254,0.5956677449329524,3.046594982078853,2.207885304659498,1.1080773749999935,0.004239536999989468,3.5928279660927697e-06,0.00390625,235.9833984375,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.8280315783363326,0.5657894736842105,0.375,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,precursor_descriptor,logistic_regression,scaffold,test,123,0.7889830508474577,0.5568181818181818,0.5268817204301075,0.5414364640883977,0.8005939239156811,0.5345535909491841,2.759856630824373,2.3225806451612905,7.539841433999982,0.0048938500000303975,4.147330508500337e-06,2.86328125,14.9013671875,"{""C"": 10.0}",0.7998297246570307,0.5927601809954751,0.42,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,precursor_descriptor,random_forest,scaffold,test,123,0.8245762711864407,0.6592920353982301,0.5340501792114696,0.5900990099009901,0.8266064388831207,0.6827093743416193,3.5842293906810037,2.3799283154121866,5.960909890000039,0.055399796000074275,4.694897966107989e-05,14.046875,19880.4150390625,"{""max_depth"": 16, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.8318627735531434,0.5735294117647058,0.365,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
ch4_storage,precursor_descriptor,xgboost,scaffold,test,123,0.8228813559322034,0.6620370370370371,0.5125448028673835,0.5777777777777777,0.8259142569586163,0.6530630466048641,3.4050179211469533,2.3512544802867383,4.813276074999976,0.08708233999993809,7.379859322028652e-05,0.00390625,239.525390625,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.8618060796037228,0.6292682926829268,0.4,8.2988530778,5510,1180,1180,0.2500907441016334,0.18135593220338983,0.2364406779661017,,
co2_capture,shap_selected,logistic_regression,scaffold,test,42,0.5483050847457627,0.36153846153846153,0.889589905362776,0.5141294439380127,0.7372693012051716,0.4899768968669107,2.365930599369085,1.7791798107255523,0.37705885200000466,0.001714268999990054,1.452770338974622e-06,0.00390625,1.87109375,"{""C"": 0.1}",0.7448989585162572,0.575212866603595,0.185,2.546270269,5510,1180,1180,0.2500907441016334,0.30677966101694915,0.26864406779661015,,
co2_capture,shap_selected,random_forest,scaffold,test,42,0.6262711864406779,0.40606060606060607,0.8454258675078864,0.548618219037871,0.770079796469655,0.5922033542796046,2.6182965299684544,1.854889589905363,4.436691492999898,0.025461446000008436,2.157749661017664e-05,0.00390625,6008.345703125,"{""max_depth"": 10, ""min_samples_leaf"": 1, ""n_estimators"": 150}",0.7683171459833309,0.5852090032154341,0.24,2.546270269,5510,1180,1180,0.2500907441016334,0.30677966101694915,0.26864406779661015,,
